user_id,signup_date,city,device_type,user_type
1315,2023-06-18,Bangalore,ios,returning
1316,2024-02-24,Mumbai,android,returning
1317,2023-07-12,Mumbai,ios,returning
1318,2023-08-09,Bangalore,ios,returning
1319,2023-12-13,Mumbai,android,returning
1320,2024-10-10,Kolkata,android,returning
1321,2024-04-06,Bangalore,android,returning
1322,2024-05-31,Mumbai,android,returning
1323,2024-06-27,Chennai,android,returning
1324,2024-03-19,Kolkata,android,returning
1325,2024-06-04,Pune,ios,returning
1326,2024-12-09,Hyderabad,android,new
1327,2023-05-12,Mumbai,android,returning
1328,2024-09-12,Kolkata,android,returning
1329,2024-01-29,Bangalore,android,returning
1330,2024-12-10,Pune,android,new
1331,2023-12-18,Surat,android,returning
1332,2023-05-17,Mumbai,android,returning
1333,2024-06-08,Delhi,android,returning
1334,2023-11-18,Chennai,ios,returning
1335,2024-10-09,Delhi,android,returning
1336,2023-10-25,Chennai,ios,returning
1337,2023-05-16,Surat,android,returning
1338,2023-07-02,Bangalore,android,returning
1339,2023-11-27,Chennai,ios,returning
1340,2024-07-29,Bangalore,android,returning
1341,2024-11-14,Chennai,android,returning
1342,2024-06-30,Delhi,ios,returning
1343,2023-01-14,Bangalore,android,returning
1344,2023-05-29,Mumbai,android,returning
1345,2023-10-01,Pune,android,returning
1346,2023-10-21,Chennai,android,returning
1347,2023-03-05,Chennai,android,returning
1348,2024-07-08,Mumbai,ios,returning
1349,2023-04-15,Hyderabad,android,returning
1350,2024-07-29,Kolkata,ios,returning
1351,2024-07-28,Bangalore,android,returning
1352,2024-12-13,Delhi,android,new
1353,2024-01-26,Bangalore,ios,returning
1354,2024-12-02,Delhi,android,new
1355,2023-01-14,Chennai,android,returning
1356,2024-03-29,Pune,ios,returning
1357,2024-12-22,Chennai,android,new
1358,2024-08-25,Hyderabad,android,returning
1359,2023-07-18,Delhi,android,returning
1360,2024-11-30,Mumbai,ios,returning
1361,2024-06-10,Mumbai,android,returning
1362,2023-10-13,Hyderabad,android,returning
1363,2024-08-21,Kolkata,android,returning
1364,2024-04-22,Chennai,android,returning
1365,2023-06-07,Ahmedabad,android,returning
1366,2024-10-02,Hyderabad,android,returning
1367,2024-05-17,Pune,android,returning
1368,2023-03-16,Pune,android,returning
1369,2023-08-14,Jaipur,android,returning
1370,2024-06-01,Mumbai,android,returning
1371,2024-02-18,Mumbai,android,returning
1372,2023-08-07,Chennai,android,returning
1373,2023-10-28,Delhi,ios,returning
1374,2024-06-27,Bangalore,android,returning
1375,2024-10-26,Mumbai,android,returning
1376,2024-04-01,Delhi,android,returning
1377,2024-09-28,Delhi,android,returning
1378,2023-11-25,Bangalore,ios,returning
1379,2023-04-27,Bangalore,android,returning
1380,2023-10-17,Mumbai,android,returning
1381,2024-01-19,Bangalore,android,returning
1382,2024-05-13,Mumbai,ios,returning
1383,2023-07-17,Delhi,android,returning
1384,2023-04-09,Mumbai,ios,returning
1385,2024-07-04,Hyderabad,android,returning
1386,2023-08-04,Chennai,ios,returning
1387,2024-12-02,Bangalore,android,new
1388,2024-07-04,Pune,ios,returning
1389,2024-03-21,Hyderabad,ios,returning
1390,2024-12-03,Mumbai,android,new
1391,2023-12-06,Mumbai,android,returning
1392,2023-07-02,Pune,android,returning
1393,2024-08-11,Pune,ios,returning
1394,2024-02-22,Bangalore,android,returning
1395,2024-03-19,Delhi,android,returning
1396,2023-05-02,Hyderabad,android,returning
1397,2024-09-25,Mumbai,ios,returning
1398,2023-02-16,Chennai,android,returning
1399,2024-05-29,Mumbai,ios,returning
1400,2023-11-05,Hyderabad,android,returning
1401,2024-03-24,Bangalore,ios,returning
1402,2023-02-01,Bangalore,android,returning
1403,2023-05-20,Chennai,ios,returning
1404,2024-07-12,Delhi,android,returning
1405,2023-11-02,Chennai,ios,returning
1406,2024-10-25,Delhi,ios,returning
1407,2024-07-20,Kolkata,android,returning
1408,2023-02-12,Mumbai,android,returning
1409,2024-07-04,Hyderabad,android,returning
1410,2023-08-04,Chennai,ios,returning
1411,2023-12-19,Delhi,ios,returning
1412,2024-06-08,Mumbai,android,returning
1413,2024-09-23,Kolkata,android,returning
1414,2023-07-05,Chennai,android,returning
1415,2023-02-25,Kolkata,ios,returning
1416,2024-07-16,Bangalore,android,returning
1417,2023-10-25,Chennai,android,returning
1418,2023-07-22,Chennai,android,returning
1419,2023-12-05,Delhi,android,returning
1420,2023-08-29,Mumbai,android,returning
1421,2023-07-18,Delhi,android,returning
1422,2024-09-23,Chennai,android,returning
1423,2023-06-06,Hyderabad,android,returning
1424,2023-11-20,Jaipur,android,returning
1425,2023-11-17,Delhi,android,returning
1426,2024-10-18,Bangalore,ios,returning
1427,2023-05-18,Chennai,android,returning
1428,2024-05-06,Bangalore,android,returning
1429,2023-11-09,Bangalore,android,returning
1430,2024-10-23,Hyderabad,ios,returning
1431,2023-05-24,Kolkata,android,returning
1432,2024-10-03,Mumbai,android,returning
1433,2023-01-20,Kolkata,android,returning
1434,2024-08-18,Hyderabad,ios,returning
1435,2023-08-06,Ahmedabad,android,returning
1436,2024-07-10,Kolkata,android,returning
1437,2024-10-31,Pune,android,returning
1438,2023-08-17,Kolkata,android,returning
1439,2023-10-25,Mumbai,android,returning
1440,2023-04-03,Bangalore,android,returning
1441,2024-11-09,Delhi,ios,returning
1442,2024-09-20,Chennai,ios,returning
1443,2023-05-24,Bangalore,android,returning
1444,2024-08-02,Chennai,ios,returning
1445,2024-05-10,Ahmedabad,android,returning
1446,2024-05-14,Delhi,android,returning
1447,2023-08-28,Mumbai,android,returning
1448,2024-01-05,Bangalore,ios,returning
1449,2023-02-17,Mumbai,android,returning
1450,2023-04-16,Chennai,android,returning
1451,2023-10-08,Kolkata,android,returning
1452,2024-07-11,Hyderabad,android,returning
1453,2024-01-23,Delhi,android,returning
1454,2023-03-21,Bangalore,android,returning
1455,2023-08-17,Bangalore,android,returning
1456,2023-12-20,Bangalore,android,returning
1457,2024-09-10,Mumbai,ios,returning
1458,2024-03-26,Mumbai,android,returning
1459,2024-10-20,Delhi,android,returning
1460,2023-06-11,Delhi,android,returning
1461,2023-05-02,Chennai,android,returning
1462,2023-12-05,Chennai,android,returning
1463,2024-05-05,Bangalore,android,returning
1464,2024-10-24,Kolkata,android,returning
1465,2023-02-14,Mumbai,android,returning
1466,2023-05-18,Hyderabad,android,returning
1467,2024-08-09,Mumbai,android,returning
1468,2023-07-04,Bangalore,android,returning
1469,2024-07-31,Hyderabad,ios,returning
1470,2024-11-08,Pune,ios,returning
1471,2023-08-10,Bangalore,ios,returning
1472,2024-05-08,Mumbai,ios,returning
1473,2024-09-07,Mumbai,android,returning
1474,2023-07-06,Hyderabad,android,returning
1475,2023-06-21,Chennai,android,returning
1476,2024-04-09,Hyderabad,android,returning
1477,2024-01-23,Bangalore,android,returning
1478,2023-07-27,Bangalore,ios,returning
1479,2024-12-01,Bangalore,android,new
1480,2023-04-09,Mumbai,ios,returning
1481,2024-09-06,Mumbai,ios,returning
1482,2024-05-30,Pune,android,returning
1483,2024-11-06,Mumbai,android,returning
1484,2023-01-02,Kolkata,ios,returning
1485,2024-10-26,Bangalore,android,returning
1486,2023-02-14,Chennai,android,returning
1487,2024-05-08,Pune,android,returning
1488,2024-08-26,Pune,ios,returning
1489,2024-12-14,Hyderabad,android,new
1490,2023-09-18,Bangalore,android,returning
1491,2023-03-27,Delhi,ios,returning
1492,2024-02-23,Delhi,android,returning
1493,2023-01-08,Hyderabad,android,returning
1494,2023-01-08,Delhi,android,returning
1495,2023-11-20,Bangalore,android,returning
1496,2024-03-12,Chennai,android,returning
1497,2024-07-02,Bangalore,android,returning
1498,2023-10-10,Surat,android,returning
1499,2023-07-28,Bangalore,ios,returning
1500,2024-05-09,Mumbai,android,returning
1501,2024-05-10,Delhi,android,returning
1502,2023-12-19,Pune,android,returning
1503,2023-05-22,Kolkata,android,returning
1504,2023-08-24,Bangalore,android,returning
1505,2023-06-15,Mumbai,android,returning
1506,2023-12-13,Pune,android,returning
1507,2024-12-01,Chennai,android,new
1508,2024-10-13,Mumbai,android,returning
1509,2023-05-29,Bangalore,android,returning
1510,2023-04-01,Mumbai,android,returning
1511,2023-03-23,Hyderabad,android,returning
1512,2024-02-15,Hyderabad,android,returning
1513,2024-12-29,Jaipur,android,new
1514,2023-06-29,Hyderabad,android,returning
1515,2023-07-26,Kolkata,ios,returning
1516,2024-06-14,Delhi,android,returning
1517,2024-09-05,Bangalore,android,returning
1518,2024-09-21,Mumbai,android,returning
1519,2023-09-02,Chennai,ios,returning
1520,2023-03-30,Surat,ios,returning
1521,2023-12-28,Chennai,android,returning
1522,2023-07-25,Bangalore,android,returning
1523,2023-03-12,Ahmedabad,android,returning
1524,2024-07-26,Ahmedabad,android,returning
1525,2023-10-11,Delhi,ios,returning
1526,2024-04-10,Ahmedabad,android,returning
1527,2023-09-25,Mumbai,android,returning
1528,2024-07-26,Mumbai,android,returning
1529,2023-04-30,Pune,ios,returning
1530,2024-07-04,Pune,android,returning
1531,2024-12-11,Bangalore,android,new
1532,2024-05-10,Pune,ios,returning
1533,2024-04-14,Chennai,ios,returning
1534,2023-01-29,Bangalore,android,returning
1535,2024-01-27,Hyderabad,ios,returning
1536,2024-11-24,Chennai,ios,returning
1537,2024-02-27,Jaipur,android,returning
1538,2023-01-10,Chennai,android,returning
1539,2023-10-22,Mumbai,android,returning
1540,2023-12-17,Mumbai,ios,returning
1541,2024-05-02,Delhi,android,returning
1542,2024-08-10,Delhi,ios,returning
1543,2024-11-30,Ahmedabad,android,returning
1544,2023-07-24,Delhi,android,returning
1545,2023-09-29,Delhi,android,returning
1546,2023-09-13,Kolkata,android,returning
1547,2023-04-20,Mumbai,android,returning
1548,2024-11-10,Bangalore,android,returning
1549,2024-07-08,Jaipur,ios,returning
1550,2024-01-16,Hyderabad,android,returning
1551,2024-08-11,Kolkata,android,returning
1552,2024-06-07,Delhi,android,returning
1553,2024-08-13,Mumbai,android,returning
1554,2024-03-09,Bangalore,android,returning
1555,2024-05-29,Delhi,ios,returning
1556,2023-06-28,Bangalore,android,returning
1557,2024-06-14,Bangalore,android,returning
1558,2023-01-13,Chennai,android,returning
1559,2023-04-14,Delhi,android,returning
1560,2023-09-23,Mumbai,android,returning
1561,2023-10-03,Bangalore,android,returning
1562,2024-01-10,Mumbai,android,returning
1563,2024-03-05,Chennai,android,returning
1564,2024-02-15,Delhi,android,returning
1565,2023-05-15,Surat,android,returning
1566,2023-04-13,Chennai,ios,returning
1567,2024-07-22,Bangalore,android,returning
1568,2023-05-30,Pune,android,returning
1569,2024-04-29,Pune,android,returning
1570,2024-05-26,Mumbai,ios,returning
1571,2024-10-07,Bangalore,android,returning
1572,2024-05-13,Delhi,android,returning
1573,2024-08-04,Mumbai,android,returning
1574,2023-06-17,Mumbai,ios,returning
1575,2024-05-02,Kolkata,android,returning
1576,2023-12-09,Delhi,android,returning
1577,2024-07-24,Ahmedabad,android,returning
1578,2023-01-21,Bangalore,android,returning
1579,2024-11-26,Jaipur,android,returning
1580,2024-08-12,Hyderabad,android,returning
1581,2023-10-19,Delhi,android,returning
1582,2024-05-14,Pune,android,returning
1583,2023-03-22,Bangalore,android,returning
1584,2024-10-08,Jaipur,ios,returning
1585,2024-10-17,Pune,android,returning
1586,2024-10-08,Hyderabad,android,returning
1587,2023-03-15,Mumbai,android,returning
1588,2023-11-18,Delhi,android,returning
1589,2023-10-01,Hyderabad,android,returning
1590,2024-03-31,Pune,ios,returning
1591,2024-08-24,Bangalore,android,returning
1592,2023-06-21,Mumbai,android,returning
1593,2023-08-29,Chennai,ios,returning
1594,2024-12-18,Chennai,android,new
1595,2024-02-11,Mumbai,android,returning
1596,2024-04-29,Hyderabad,android,returning
1597,2024-02-11,Bangalore,ios,returning
1598,2023-04-17,Delhi,android,returning
1599,2024-11-01,Ahmedabad,android,returning
1600,2023-08-23,Delhi,android,returning
1601,2024-10-03,Mumbai,android,returning
1602,2023-06-24,Mumbai,android,returning
1603,2023-11-30,Kolkata,android,returning
1604,2024-07-07,Ahmedabad,android,returning
1605,2023-05-19,Jaipur,android,returning
1606,2023-07-01,Hyderabad,android,returning
1607,2024-10-13,Kolkata,android,returning
1608,2024-10-17,Hyderabad,android,returning
1609,2023-12-22,Bangalore,android,returning
1610,2023-04-02,Bangalore,android,returning
1611,2023-09-24,Mumbai,android,returning
1612,2024-06-19,Pune,ios,returning
1613,2023-12-19,Delhi,android,returning
1614,2024-12-05,Ahmedabad,ios,new
1615,2024-05-03,Delhi,ios,returning
1616,2023-10-27,Hyderabad,ios,returning
1617,2024-07-15,Delhi,android,returning
1618,2024-07-28,Bangalore,android,returning
1619,2024-10-23,Bangalore,android,returning
1620,2023-09-27,Mumbai,android,returning
1621,2024-06-13,Pune,ios,returning
1622,2024-12-11,Chennai,android,new
1623,2024-06-28,Pune,android,returning
1624,2023-03-12,Mumbai,android,returning
1625,2024-10-14,Bangalore,android,returning
1626,2024-12-18,Hyderabad,android,new
1627,2023-01-20,Mumbai,ios,returning
1628,2023-01-23,Mumbai,android,returning
1629,2023-10-03,Mumbai,android,returning
1630,2023-01-09,Delhi,android,returning
1631,2024-05-20,Delhi,android,returning
1632,2024-05-25,Surat,android,returning
1633,2023-02-02,Delhi,ios,returning
1634,2023-05-30,Mumbai,ios,returning
1635,2023-03-15,Hyderabad,android,returning
1636,2023-09-14,Pune,ios,returning
1637,2023-05-05,Surat,android,returning
1638,2024-01-30,Pune,android,returning
1639,2023-02-04,Mumbai,android,returning
1640,2023-04-07,Bangalore,ios,returning
1641,2024-04-29,Bangalore,ios,returning
1642,2023-11-27,Mumbai,android,returning
1643,2024-07-16,Bangalore,android,returning
1644,2024-10-15,Delhi,android,returning
1645,2023-02-23,Kolkata,android,returning
1646,2023-04-26,Delhi,android,returning
1647,2023-01-16,Mumbai,android,returning
1648,2023-05-03,Bangalore,android,returning
1649,2023-02-13,Hyderabad,android,returning
1650,2024-12-05,Hyderabad,android,new
1651,2023-04-02,Delhi,android,returning
1652,2024-12-03,Hyderabad,ios,new
1653,2024-10-02,Mumbai,android,returning
1654,2023-06-07,Chennai,ios,returning
1655,2023-05-09,Bangalore,android,returning
1656,2024-07-25,Pune,ios,returning
1657,2024-03-25,Chennai,android,returning
1658,2024-01-22,Delhi,android,returning
1659,2023-02-10,Bangalore,android,returning
1660,2023-10-29,Hyderabad,android,returning
1661,2024-08-03,Mumbai,android,returning
1662,2024-04-24,Delhi,ios,returning
1663,2024-07-21,Mumbai,android,returning
1664,2024-04-05,Delhi,android,returning
1665,2024-01-11,Bangalore,ios,returning
1666,2024-06-02,Delhi,android,returning
1667,2023-01-20,Hyderabad,android,returning
1668,2024-09-27,Delhi,android,returning
1669,2024-11-05,Jaipur,ios,returning
1670,2023-07-14,Bangalore,android,returning
1671,2024-07-18,Mumbai,android,returning
1672,2024-02-24,Hyderabad,android,returning
1673,2024-06-19,Chennai,android,returning
1674,2023-05-13,Mumbai,android,returning
1675,2023-04-20,Bangalore,android,returning
1676,2024-08-07,Hyderabad,android,returning
1677,2024-05-16,Bangalore,android,returning
1678,2023-09-20,Mumbai,android,returning
1679,2023-03-14,Mumbai,ios,returning
1680,2024-11-02,Bangalore,ios,returning
1681,2023-03-23,Bangalore,android,returning
1682,2024-01-05,Hyderabad,ios,returning
1683,2024-03-01,Pune,ios,returning
1684,2023-03-01,Pune,android,returning
1685,2023-02-11,Chennai,ios,returning
1686,2023-03-21,Jaipur,ios,returning
1687,2023-04-10,Mumbai,android,returning
1688,2024-01-30,Mumbai,android,returning
1689,2023-09-12,Hyderabad,ios,returning
1690,2024-07-25,Chennai,android,returning
1691,2023-04-19,Pune,android,returning
1692,2024-11-21,Bangalore,android,returning
1693,2023-04-17,Mumbai,android,returning
1694,2024-02-16,Bangalore,android,returning
1695,2024-06-30,Surat,android,returning
1696,2023-12-27,Ahmedabad,android,returning
1697,2023-11-29,Kolkata,android,returning
1698,2024-10-10,Bangalore,android,returning
1699,2024-09-15,Delhi,android,returning
1700,2024-01-20,Pune,ios,returning
1701,2023-09-18,Delhi,android,returning
1702,2024-02-11,Mumbai,android,returning
1703,2023-10-19,Hyderabad,android,returning
1704,2023-11-06,Mumbai,ios,returning
1705,2023-08-08,Kolkata,android,returning
1706,2024-12-07,Pune,ios,new
1707,2024-06-07,Hyderabad,ios,returning
1708,2023-06-08,Mumbai,android,returning
1709,2023-06-09,Mumbai,android,returning
1710,2024-08-19,Delhi,android,returning
1711,2023-11-04,Mumbai,android,returning
1712,2023-08-11,Chennai,android,returning
1713,2024-05-09,Mumbai,ios,returning
1714,2024-12-07,Chennai,ios,new
1715,2023-04-08,Hyderabad,android,returning
1716,2024-08-13,Bangalore,ios,returning
1717,2023-12-09,Delhi,ios,returning
1718,2024-03-02,Ahmedabad,android,returning
1719,2023-08-21,Chennai,ios,returning
1720,2023-01-12,Hyderabad,android,returning
1721,2023-02-25,Delhi,android,returning
1722,2024-07-06,Hyderabad,android,returning
1723,2024-12-15,Delhi,android,new
1724,2024-02-07,Surat,ios,returning
1725,2024-08-12,Bangalore,android,returning
1726,2023-10-24,Pune,android,returning
1727,2023-12-11,Mumbai,android,returning
1728,2023-02-20,Hyderabad,android,returning
1729,2024-02-13,Bangalore,ios,returning
1730,2023-05-14,Pune,android,returning
1731,2023-07-22,Bangalore,android,returning
1732,2023-07-20,Hyderabad,ios,returning
1733,2024-06-20,Delhi,android,returning
1734,2024-03-16,Delhi,ios,returning
1735,2023-04-02,Mumbai,android,returning
1736,2024-01-10,Delhi,android,returning
1737,2024-08-31,Chennai,ios,returning
1738,2023-06-23,Surat,android,returning
1739,2024-03-28,Hyderabad,android,returning
1740,2023-08-28,Mumbai,android,returning
1741,2023-03-29,Mumbai,android,returning
1742,2024-09-27,Ahmedabad,ios,returning
1743,2023-10-22,Mumbai,android,returning
1744,2023-04-24,Delhi,android,returning
1745,2023-12-06,Delhi,android,returning
1746,2023-07-28,Hyderabad,ios,returning
1747,2024-07-15,Bangalore,android,returning
1748,2023-05-25,Chennai,android,returning
1749,2024-01-21,Hyderabad,android,returning
1750,2023-02-14,Delhi,android,returning
1751,2023-07-25,Pune,android,returning
1752,2023-02-24,Bangalore,ios,returning
1753,2023-03-10,Bangalore,android,returning
1754,2024-11-06,Delhi,android,returning
1755,2023-10-27,Kolkata,android,returning
1756,2023-08-25,Surat,android,returning
1757,2024-12-27,Mumbai,android,new
1758,2024-09-03,Hyderabad,android,returning
1759,2024-05-27,Jaipur,android,returning
1760,2024-12-30,Mumbai,android,new
1761,2024-06-26,Delhi,android,returning
1762,2023-06-10,Mumbai,android,returning
1763,2023-12-30,Hyderabad,android,returning
1764,2024-05-28,Delhi,android,returning
1765,2023-09-21,Kolkata,ios,returning
1766,2023-01-31,Jaipur,ios,returning
1767,2023-08-19,Mumbai,ios,returning
1768,2024-11-03,Mumbai,android,returning
1769,2024-06-17,Jaipur,android,returning
1770,2024-10-02,Chennai,android,returning
1771,2024-08-09,Mumbai,ios,returning
1772,2024-09-11,Delhi,android,returning
1773,2023-07-31,Chennai,android,returning
1774,2024-12-01,Pune,ios,new
1775,2023-11-13,Chennai,ios,returning
1776,2023-05-19,Bangalore,ios,returning
1777,2023-05-29,Chennai,android,returning
1778,2023-06-11,Delhi,android,returning
1779,2023-05-02,Mumbai,ios,returning
1780,2023-05-30,Chennai,ios,returning
1781,2024-02-28,Jaipur,android,returning
1782,2024-10-14,Ahmedabad,android,returning
1783,2023-07-12,Mumbai,android,returning
1784,2024-09-18,Hyderabad,android,returning
1785,2024-09-19,Delhi,android,returning
1786,2024-12-04,Mumbai,android,new
1787,2024-05-03,Mumbai,ios,returning
1788,2024-04-25,Chennai,android,returning
1789,2024-02-01,Bangalore,android,returning
1790,2023-07-17,Delhi,android,returning
1791,2023-01-16,Ahmedabad,ios,returning
1792,2023-08-16,Chennai,ios,returning
1793,2023-07-29,Mumbai,ios,returning
1794,2024-03-25,Kolkata,android,returning
1795,2023-11-29,Kolkata,ios,returning
1796,2024-03-13,Bangalore,android,returning
1797,2024-01-25,Chennai,android,returning
1798,2024-08-08,Hyderabad,android,returning
1799,2024-12-22,Pune,android,new
1800,2024-04-07,Bangalore,ios,returning
1801,2023-09-09,Bangalore,android,returning
1802,2023-02-10,Hyderabad,android,returning
1803,2024-10-07,Jaipur,android,returning
1804,2024-03-26,Bangalore,android,returning
1805,2023-10-20,Bangalore,android,returning
1806,2024-09-19,Ahmedabad,android,returning
1807,2023-05-26,Bangalore,android,returning
1808,2023-04-03,Chennai,android,returning
1809,2024-08-22,Ahmedabad,android,returning
1810,2023-05-19,Bangalore,android,returning
1811,2023-01-26,Mumbai,android,returning
1812,2024-12-30,Kolkata,ios,new
1813,2023-04-03,Delhi,android,returning
1814,2024-12-29,Pune,android,new
1815,2023-05-07,Mumbai,android,returning
1816,2024-10-11,Delhi,android,returning
1817,2024-01-29,Chennai,ios,returning
1818,2024-09-18,Jaipur,android,returning
1819,2024-01-25,Mumbai,android,returning
1820,2023-12-10,Hyderabad,android,returning
1821,2023-06-03,Mumbai,android,returning
1822,2024-12-30,Mumbai,android,new
1823,2024-04-01,Delhi,android,returning
1824,2023-05-15,Jaipur,android,returning
1825,2023-09-17,Mumbai,android,returning
1826,2024-05-25,Hyderabad,android,returning
1827,2024-05-20,Delhi,android,returning
1828,2024-05-02,Bangalore,android,returning
1829,2024-09-07,Hyderabad,android,returning
1830,2024-07-14,Delhi,android,returning
1831,2023-08-01,Mumbai,android,returning
1832,2024-10-30,Delhi,android,returning
1833,2023-02-03,Chennai,ios,returning
1834,2023-11-02,Delhi,android,returning
1835,2023-04-22,Bangalore,android,returning
1836,2024-11-19,Delhi,android,returning
1837,2024-12-17,Hyderabad,ios,new
1838,2023-07-01,Jaipur,ios,returning
1839,2024-01-04,Ahmedabad,android,returning
1840,2023-11-03,Delhi,ios,returning
1841,2023-03-11,Pune,ios,returning
1842,2023-03-08,Delhi,android,returning
1843,2024-12-12,Kolkata,android,new
1844,2024-02-28,Bangalore,android,returning
1845,2024-09-18,Mumbai,android,returning
1846,2024-10-06,Bangalore,android,returning
1847,2024-12-06,Hyderabad,ios,new
1848,2024-12-24,Delhi,android,new
1849,2023-11-21,Delhi,android,returning
1850,2024-09-30,Delhi,android,returning
1851,2024-07-30,Bangalore,android,returning
1852,2024-05-24,Bangalore,android,returning
1853,2024-09-16,Delhi,android,returning
1854,2023-07-18,Mumbai,android,returning
1855,2024-10-02,Pune,android,returning
1856,2023-08-01,Pune,ios,returning
1857,2024-02-28,Mumbai,android,returning
1858,2024-10-14,Delhi,android,returning
1859,2024-12-07,Delhi,ios,new
1860,2023-11-12,Delhi,android,returning
1861,2023-01-07,Mumbai,android,returning
1862,2024-02-10,Chennai,android,returning
1863,2023-01-30,Kolkata,android,returning
1864,2023-12-13,Ahmedabad,android,returning
1865,2024-04-30,Pune,android,returning
1866,2024-05-08,Mumbai,android,returning
1867,2024-07-03,Kolkata,android,returning
1868,2024-02-28,Ahmedabad,android,returning
1869,2024-06-17,Delhi,android,returning
1870,2023-11-20,Hyderabad,android,returning
1871,2024-08-14,Chennai,ios,returning
1872,2023-12-29,Mumbai,android,returning
1873,2023-02-01,Delhi,android,returning
1874,2024-07-01,Kolkata,android,returning
1875,2024-02-03,Mumbai,android,returning
1876,2023-11-12,Chennai,android,returning
1877,2023-02-02,Delhi,android,returning
1878,2023-09-01,Delhi,ios,returning
1879,2023-11-06,Delhi,android,returning
1880,2023-04-25,Delhi,android,returning
1881,2023-07-26,Ahmedabad,android,returning
1882,2023-01-26,Pune,ios,returning
1883,2023-06-07,Mumbai,ios,returning
1884,2024-06-20,Delhi,android,returning
1885,2023-04-11,Pune,ios,returning
1886,2024-11-23,Surat,android,returning
1887,2023-02-07,Bangalore,android,returning
1888,2024-06-18,Mumbai,android,returning
1889,2023-02-15,Chennai,android,returning
1890,2023-03-31,Delhi,ios,returning
1891,2023-04-16,Bangalore,android,returning
1892,2023-11-16,Mumbai,ios,returning
1893,2024-10-16,Kolkata,android,returning
1894,2023-07-17,Delhi,android,returning
1895,2024-03-27,Chennai,android,returning
1896,2023-06-11,Delhi,android,returning
1897,2024-09-29,Hyderabad,android,returning
1898,2024-07-09,Delhi,android,returning
1899,2023-05-25,Jaipur,ios,returning
1900,2024-08-10,Delhi,android,returning
1901,2024-09-19,Kolkata,android,returning
1902,2023-02-21,Mumbai,android,returning
1903,2024-11-22,Mumbai,android,returning
1904,2023-03-30,Bangalore,android,returning
1905,2024-09-02,Kolkata,android,returning
1906,2024-12-07,Chennai,android,new
1907,2023-11-16,Delhi,android,returning
1908,2024-11-17,Pune,android,returning
1909,2024-04-21,Hyderabad,android,returning
1910,2024-12-16,Bangalore,android,new
1911,2024-12-01,Hyderabad,ios,new
1912,2024-04-26,Delhi,android,returning
1913,2024-09-23,Delhi,android,returning
1914,2023-07-07,Chennai,android,returning
1915,2023-11-29,Bangalore,android,returning
1916,2024-05-01,Mumbai,android,returning
1917,2023-06-24,Delhi,android,returning
1918,2024-08-11,Mumbai,android,returning
1919,2023-04-20,Delhi,android,returning
1920,2023-11-06,Hyderabad,android,returning
1921,2024-02-28,Delhi,android,returning
1922,2023-06-12,Surat,android,returning
1923,2023-12-15,Delhi,android,returning
1924,2024-03-17,Pune,android,returning
1925,2023-12-17,Hyderabad,android,returning
1926,2024-11-09,Chennai,android,returning
1927,2024-12-29,Hyderabad,android,new
1928,2024-08-29,Hyderabad,android,returning
1929,2023-04-10,Pune,android,returning
1930,2024-02-20,Mumbai,android,returning
1931,2024-09-02,Pune,android,returning
1932,2024-05-21,Hyderabad,android,returning
1933,2023-08-11,Pune,ios,returning
1934,2024-10-13,Pune,ios,returning
1935,2024-11-07,Mumbai,android,returning
1936,2024-02-04,Hyderabad,android,returning
1937,2023-07-30,Chennai,android,returning
1938,2024-08-06,Pune,android,returning
1939,2024-03-21,Chennai,ios,returning
1940,2023-04-02,Hyderabad,android,returning
1941,2024-06-06,Bangalore,android,returning
1942,2023-10-29,Mumbai,ios,returning
1943,2023-02-24,Mumbai,android,returning
1944,2024-01-03,Mumbai,android,returning
1945,2023-02-01,Delhi,android,returning
1946,2024-02-08,Hyderabad,android,returning
1947,2024-02-20,Bangalore,android,returning
1948,2024-11-09,Mumbai,android,returning
1949,2024-07-22,Bangalore,ios,returning
1950,2024-03-03,Mumbai,ios,returning
1951,2024-11-17,Mumbai,android,returning
1952,2024-10-25,Mumbai,android,returning
1953,2024-05-13,Chennai,ios,returning
1954,2023-05-20,Mumbai,android,returning
1955,2024-03-01,Kolkata,ios,returning
1956,2024-12-13,Hyderabad,android,new
1957,2023-07-04,Bangalore,android,returning
1958,2024-04-05,Bangalore,android,returning
1959,2024-03-10,Hyderabad,android,returning
1960,2023-08-31,Chennai,android,returning
1961,2024-07-13,Hyderabad,android,returning
1962,2023-02-08,Hyderabad,android,returning
1963,2023-04-26,Hyderabad,ios,returning
1964,2023-03-23,Mumbai,android,returning
1965,2023-10-14,Bangalore,android,returning
1966,2024-09-16,Mumbai,android,returning
1967,2024-11-10,Jaipur,android,returning
1968,2024-10-10,Hyderabad,android,returning
1969,2024-09-19,Mumbai,android,returning
1970,2023-01-12,Bangalore,android,returning
1971,2024-04-25,Hyderabad,android,returning
1972,2023-12-28,Jaipur,ios,returning
1973,2023-10-24,Mumbai,android,returning
1974,2024-09-03,Chennai,android,returning
1975,2024-07-31,Delhi,android,returning
1976,2024-08-15,Mumbai,android,returning
1977,2023-10-26,Pune,android,returning
1978,2023-10-21,Bangalore,android,returning
1979,2023-03-20,Kolkata,android,returning
1980,2023-05-16,Hyderabad,android,returning
1981,2023-09-21,Mumbai,android,returning
1982,2023-06-28,Ahmedabad,android,returning
1983,2024-11-05,Bangalore,ios,returning
